Fe,Ti,Ca,Si,Al,Mg,Na,date,timestamp,lat,lon
2.95921,0.109342,14.6232,14.718,7.07662,12.1681,3.3455,2019-09-14,2019-09-14 19:50:59,47.529399999999995,98.523375
1.01502,0.0018619,5.00581,17.1506,6.96191,19.8722,4.99255,2019-09-14,2019-09-14 05:09:38,-78.750575,-69.221725
1.13701,0.000545732,5.03923,4.48928,19.8613,19.5821,4.89049,2019-09-14,2019-09-14 10:50:02,-27.990850000000002,-77.17734999999999
6.88952,3.70693,11.4347,6.82386,9.09599,16.543,0.505993,2019-09-14,2019-09-14 01:44:18,-1.142725,107.20625000000001
1.07067,0.715823,5.20571,9.00483,14.0567,19.9691,4.97712,2019-09-14,2019-09-14 06:07:22,73.89869999999999,108.57074999999999
1.00006,0.601314,5.11278,11.2553,12.2789,19.8348,4.9168,2019-09-14,2019-09-14 02:39:06,17.997725,-73.6122
5.02025,1.00272,8.99765,20.2383,14.2128,4.99137,0.536873,2021-04-22,2021-04-22 20:22:29,-61.324825000000004,-71.20415000000001
1.07276,12.3023,8.72842,2.99729,5.68107,19.2514,4.96678,2019-09-14,2019-09-14 04:08:10,73.1333,109.469
1.18632,0.0203842,5.03723,15.298,8.58406,19.9583,4.91574,2019-09-14,2019-09-14 08:30:26,34.5315,-77.224225
1.00178,0.00224448,5.22375,4.57318,19.8763,19.4736,4.8491,2019-09-14,2019-09-14 03:13:14,-86.52415,-55.2498
1.09184,0.00367183,5.14008,16.9455,7.09746,19.9695,4.75189,2019-09-14,2019-09-14 16:03:39,78.64789999999999,104.96800000000002
1.05174,0.0243496,5.11316,18.7483,5.13783,19.9672,4.95736,2019-09-14,2019-09-14 14:14:35,72.121525,-83.06370000000001
1.41698,0.085513,5.13125,18.831,5.00196,19.6772,4.85603,2019-09-14,2019-09-14 10:20:34,60.73145,-79.4301
1.00291,0.0307767,5.01679,19.1645,5.11006,19.7147,4.96027,2019-09-14,2019-09-14 02:28:02,51.112375,-74.490925
1.04624,0.0258915,6.35943,3.17665,19.4614,19.958,4.97239,2019-09-14,2019-09-14 16:38:51,-3.49905,-80.885875
1.1539,0.000265542,5.04883,17.8431,6.13364,19.8485,4.9718,2019-09-14,2019-09-14 14:11:55,79.96315,-85.87955000000001
1.07784,1.39627,5.49013,16.3004,6.13211,19.8214,4.78185,2019-09-14,2019-09-14 10:42:10,-3.98505,-77.6083
1.36605,13.9595,5.71955,5.93562,6.12349,17.9166,3.97917,2019-09-14,2019-09-14 10:31:38,27.7804,-78.161675
1.09651,16.3907,5.01749,2.67328,5.03653,19.9989,4.78656,2019-09-14,2019-09-14 10:26:02,44.50150000000001,-78.60725
1.02195,0.0723569,5.13876,16.4404,7.52123,19.8147,4.9906,2019-09-14,2019-09-14 10:28:58,35.756075,-78.3478
2.32163,18.6415,5.30471,4.48484,6.81557,13.0358,4.3959,2019-09-14,2019-09-14 01:36:26,-25.0185,106.804
1.70755,0.0527454,5.04819,18.1669,5.12302,19.9229,4.97878,2019-09-14,2019-09-14 04:12:02,84.467175,117.22650000000002
1.2918,0.175145,5.18538,22.392,5.47347,15.6203,4.86185,2019-09-14,2019-09-14 17:32:59,-9.700149999999999,98.342725
9.01454,5.76734,5.00788,4.05779,6.87627,19.5103,4.76591,2019-09-14,2019-09-14 23:14:35,-56.506550000000004,93.62985
1.07986,7.56866,5.00976,10.7616,6.1369,19.5944,4.84878,2019-09-14,2019-09-14 08:41:38,0.8244750000000001,-76.59617499999999
1.05036,9.7029e-05,5.17779,7.05642,17.4096,19.3935,4.91218,2019-09-14,2019-09-14 01:11:22,-77.63285,-67.60227499999999
1.03173,0.00801132,6.06162,15.8596,7.20378,19.8728,4.96249,2019-09-14,2019-09-14 13:07:14,-84.279475,-67.84845000000001
1.2547,0.0276749,5.00433,18.6027,5.16695,19.9544,4.9893,2019-09-14,2019-09-14 10:35:22,16.57105,-77.94605
1.89266,10.8852,5.27071,12.341,5.49599,14.5955,4.51904,2019-09-14,2019-09-14 13:41:46,10.433925,100.86200000000001
1.02126,0.0499983,5.18961,17.483,6.34632,19.9223,4.98754,2019-09-14,2019-09-14 06:20:02,68.582425,-78.03805
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:21:01,-65.84842499999999,-71.546625
15.4003,0.01284,5.09267,4.65163,5.02643,19.8848,4.9313,2019-09-14,2019-09-14 00:13:14,81.824675,115.53875
2.9516,11.3645,10.0539,4.83699,7.31258,14.1535,4.32699,2019-09-14,2019-09-14 15:58:35,63.723800000000004,101.67349999999999
3.58004,1.48534,14.8447,8.22258,19.7808,6.01362,1.07296,2021-04-22,2021-04-22 20:20:29,-67.491775,-71.704475
19.1678,0.121699,5.0821,4.64979,6.17963,19.663,0.135912,2019-09-14,2019-09-14 15:10:59,-80.6198,93.0847
1.21288,0.970293,5.12847,17.9041,5.07897,19.7065,4.99881,2019-09-14,2019-09-14 14:55:55,-52.562875000000005,-78.557925
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:11:09,-83.73432500000001,118.56550000000001
1.05098,0.0145413,5.01347,19.3146,5.00748,19.6347,4.96427,2019-09-14,2019-09-14 16:19:15,55.190525,-82.38612499999999
1.00789,0.0180311,5.16447,19.0801,5.20867,19.8278,4.69304,2019-09-14,2019-09-14 02:19:14,77.178325,-77.7905
4.33346,2.6857,5.01423,13.1695,5.11828,19.9611,4.71772,2019-09-14,2019-09-14 08:04:58,69.955225,106.71950000000001
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 10:25:38,45.692025,-78.64920000000001
6.24172,0.283826,19.5589,12.1187,12.4037,0.833522,3.55964,2021-04-22,2021-04-22 20:15:25,-83.0385,-76.85249999999999
1.0386,0.00254394,5.08647,19.098,5.02126,19.7747,4.97839,2019-09-14,2019-09-14 05:00:50,-51.548125,-73.20777500000001
1.05217,0.0219901,5.00552,7.34146,16.6294,19.9581,4.99135,2019-09-14,2019-09-14 00:20:26,76.745125,-76.515175
4.29373,19.8928,6.5541,1.23852,15.7742,5.44152,1.80515,2019-09-14,2019-09-14 01:45:54,3.6846500000000004,107.28175
5.1286,7.80355,5.02653,4.74784,7.80099,19.7365,4.75601,2019-09-14,2019-09-14 01:38:34,-18.520775,106.92399999999999
7.88134,10.5365,5.51617,4.06324,5.70995,17.0153,4.27755,2019-09-14,2019-09-14 01:23:46,-63.90025,105.251
1.55511,0.00605028,5.02899,20.1083,5.03399,19.5198,3.74781,2019-09-14,2019-09-14 00:14:10,84.537125,119.42224999999999
3.14829,0.0433027,8.46743,14.1702,5.00011,19.7423,4.4283,2019-09-14,2019-09-14 01:16:02,-87.57135,80.629975
1.12077,0.0349499,5.8853,16.6959,6.28174,19.9911,4.99027,2019-09-14,2019-09-14 01:19:46,-76.24539999999999,103.1155
1.3728,3.74499,5.01304,14.8669,5.04784,19.9637,4.99076,2019-09-14,2019-09-14 10:34:42,18.576575000000002,-77.98185000000001
1.1518,19.0994,5.06189,0.0935568,5.0046,19.9088,4.67989,2019-09-14,2019-09-14 14:33:55,14.5815,-80.0961
2.38869,0.0814398,6.6426,22.5207,5.56944,13.7109,4.08626,2019-09-14,2019-09-14 01:10:34,-75.16232500000001,-68.436675
1.67316,2.42826,5.12073,15.6296,5.18678,19.9819,4.97959,2019-09-14,2019-09-14 10:47:38,-20.642625,-77.32395000000001
1.05042,8.78285,5.14011,10.5459,5.17694,19.4074,4.89632,2019-09-14,2019-09-14 01:06:58,-64.03115,-70.2397
1.20444,0.197217,5.0919,18.3714,6.7913,19.3073,4.03643,2019-09-14,2019-09-14 10:12:58,83.12735,-86.5277
2.11278,2.02949,5.29967,15.5648,16.5538,9.47228,3.9672,2019-09-14,2019-09-14 07:47:14,17.246950000000002,104.24275
1.01235,0.0131942,5.00513,18.472,6.40661,19.8045,4.28628,2019-09-14,2019-09-14 10:36:02,14.5639,-77.91097500000001
1.0068,0.00404007,5.02386,5.47885,18.5097,19.985,4.99183,2019-09-14,2019-09-14 16:42:51,-15.660525,-80.67685
1.0094,6.63048e-05,5.00521,5.42323,18.7727,19.8623,4.92712,2019-09-14,2019-09-14 22:52:43,-55.586400000000005,-82.685525
1.01168,0.000530499,5.00231,15.1961,9.10965,19.7837,4.89612,2019-09-14,2019-09-14 02:22:34,67.3323,-75.67615
1.54216,0.0993722,5.21035,17.7987,5.45939,19.9379,4.95214,2019-09-14,2019-09-14 10:20:26,61.126324999999994,-79.460825
11.834,5.28423,6.12444,1.19627,5.62645,19.994,4.9406,2019-09-14,2019-09-14 19:27:31,-23.149325,96.994475
1.163,0.0129544,5.08368,4.44956,19.5318,19.9703,4.78881,2019-09-14,2019-09-14 01:07:46,-66.5051,-69.98349999999999
1.00736,2.27275,5.14581,16.4537,5.38069,19.8385,4.90122,2019-09-14,2019-09-14 10:22:50,54.012075,-79.007475
1.04067,0.0351937,5.14859,11.5595,13.1382,19.0791,4.99881,2019-09-14,2019-09-14 08:48:02,-18.654725,-76.27365
2.18709,1.01588,9.04631,20.308,13.867,7.85747,0.718254,2021-04-22,2021-04-22 20:22:13,-62.14767500000001,-71.25855000000001
15.8009,0.957626,8.2277,2.29961,5.63164,17.2869,4.79561,2019-09-14,2019-09-14 21:16:59,-52.320325000000004,94.979425
4.99507,3.60603,12.464,7.38182,5.00109,16.5764,4.97556,2019-09-14,2019-09-14 01:29:46,-45.42545,106.2835
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:10:13,-80.90145,116.0235
1.84885,0.00729728,5.04698,17.2035,5.98991,19.9517,4.95181,2019-09-14,2019-09-14 10:36:10,14.162225000000001,-77.904075
2.60441,13.6209,5.0078,7.71684,5.09244,16.0104,4.94716,2019-09-14,2019-09-14 10:45:38,-14.535125,-77.433675
2.78399,0.370244,15.0823,15.5543,7.93022,12.6627,0.616273,2019-09-14,2019-09-14 10:27:54,38.93945,-78.434125
1.83163,0.00387009,5.09777,18.0713,5.15946,19.8453,4.99064,2019-09-14,2019-09-14 10:23:30,52.03315,-78.9095
1.02505,0.00589012,5.51368,18.9828,5.0766,19.4898,4.90618,2019-09-14,2019-09-14 10:43:14,-7.2263,-77.55590000000001
3.12936,0.00129028,10.135,18.173,5.87643,16.5305,1.15449,2019-09-14,2019-09-14 01:33:06,-35.203525,106.58125
1.66153,5.83464,7.2961,14.3326,5.2804,18.3995,2.19529,2019-09-14,2019-09-14 01:49:06,13.3107,107.43575000000001
14.6123,13.1532,5.12597,2.76908,5.00274,9.56177,4.77495,2019-09-14,2019-09-14 02:06:42,65.68535,109.39174999999999
1.15273,0.0438871,5.00023,9.44893,14.8312,19.5437,4.97929,2019-09-14,2019-09-14 10:27:14,40.927125000000004,-78.492225
5.26472,4.12825,5.89861,12.6035,6.98568,19.9976,0.121674,2019-09-14,2019-09-14 01:44:42,0.065,107.22525
1.20518,0.0688898,5.03224,18.7123,5.29496,19.7258,4.96064,2019-09-14,2019-09-14 10:49:22,-25.947625,-77.2201
1.00427,0.0160323,5.05273,25.0534,6.77415,12.4257,4.67369,2019-09-14,2019-09-14 10:18:10,67.8314,-80.138025
5.30854,5.04114,7.82551,6.80753,5.28417,19.7353,4.99783,2019-09-14,2019-09-14 01:11:30,-78.04425,-67.43
4.61851,19.3293,5.69258,5.18522,5.65032,14.4522,0.0719077,2019-09-14,2019-09-14 01:43:06,-4.76965,107.14975
1.04065,1.95265,5.00367,17.3908,5.21927,19.4041,4.98894,2019-09-14,2019-09-14 00:20:50,75.56555,-76.13375
1.04534,0.00106937,5.01966,18.5019,5.83576,19.723,4.8732,2019-09-14,2019-09-14 01:00:02,-42.6239,-71.38015
1.18077,8.59045,5.00744,9.36723,6.38849,19.6116,4.854,2019-09-14,2019-09-14 04:38:34,16.442575,-74.674375
1.05018,2.27914,5.18281,16.2784,5.31077,19.9174,4.98124,2019-09-14,2019-09-14 10:15:46,74.9143,-81.485875
7.00692,0.808655,7.83334,21.1835,13.2968,4.77502,0.0957643,2019-09-14,2019-09-14 05:54:10,34.792550000000006,105.69
1.05903,0.0450762,5.94539,17.5992,5.82812,19.5497,4.97347,2019-09-14,2019-09-14 10:27:22,40.52965,-78.48015
12.9974,1.54499,5.60071,4.80205,5.20361,19.9285,4.92275,2019-09-14,2019-09-14 05:22:50,-60.2927,103.3505
1.23462,0.00333698,5.25817,4.05239,19.9863,19.6424,4.8228,2019-09-14,2019-09-14 17:02:59,-77.66395,-76.00135
6.18458,0.0874469,5.1571,13.4812,5.83845,19.9128,4.33846,2019-09-14,2019-09-14 01:18:26,-80.353275,101.20795
19.8134,0.0153975,5.119,0.0114381,5.21839,19.9768,4.84555,2019-09-14,2019-09-14 21:12:03,-67.59,93.71690000000001
1.02323,2.15559,5.79327,19.0026,5.05464,17.0053,4.96538,2019-09-14,2019-09-14 21:20:59,-39.9777,95.4704
19.7474,2.35523,5.23141,1.66965,6.63152,14.8329,4.53192,2019-09-14,2019-09-14 15:20:51,-50.120225000000005,98.417875
1.27996,0.00282448,5.00169,11.6915,12.2707,19.9348,4.81846,2019-09-14,2019-09-14 15:01:39,-70.2983,-76.951075
11.646,3.62262,5.00916,5.98751,5.00382,18.7498,4.98115,2019-09-14,2019-09-14 01:23:06,-65.95725,105.04374999999999
1.21076,0.0335058,5.1371,18.6754,5.13555,19.9093,4.89847,2019-09-14,2019-09-14 10:48:18,-22.681675,-77.28517500000001
4.39154,2.03165,5.00353,1.60722,18.1813,18.8584,4.92636,2019-09-14,2019-09-14 10:32:18,25.782525,-78.120125
4.77715,0.420002,6.45327,12.2803,7.87231,18.7633,4.43364,2019-09-14,2019-09-14 01:26:50,-54.447225,105.90299999999999
3.13757,0.469791,5.74527,20.3504,5.74741,14.6252,4.92438,2019-09-14,2019-09-14 01:04:18,-55.788325,-70.834525
14.7363,0.0262434,5.02544,5.29112,5.03733,19.9353,4.94826,2019-09-14,2019-09-14 23:08:59,-73.85310000000001,91.408425
1.16804,0.00592986,5.32996,18.3499,5.36419,19.855,4.92695,2019-09-14,2019-09-14 04:24:58,57.095825000000005,-75.89515
1.44906,0.597366,5.10893,17.8899,6.62407,18.3577,4.9729,2019-09-14,2019-09-14 01:42:10,-7.594399999999999,107.10525000000001
1.34436,0.481233,6.65052,19.611,7.24963,15.702,3.9613,2019-09-14,2019-09-14 10:23:14,52.8248,-78.947375
1.09875,0.00175375,5.16002,19.2239,5.08195,19.4625,4.97109,2019-09-14,2019-09-14 04:48:50,-14.691875,-74.16925
1.05588,0.019644,5.09439,14.7368,10.057,19.9744,4.0619,2019-09-14,2019-09-14 01:03:06,-52.082274999999996,-71.022075
1.0093,0.00490228,5.05074,15.8119,8.56557,19.7655,4.79209,2019-09-14,2019-09-14 10:40:42,0.464225,-77.679525
1.06781,18.6969,5.26587,0.672325,5.90319,19.8465,3.54741,2019-09-14,2019-09-14 18:26:51,29.446550000000002,-82.58685
8.87142,6.79502,11.6147,1.51074,6.27468,16.5663,3.3671,2019-09-14,2019-09-14 05:45:14,8.047025,105.17575
1.00021,0.0290762,5.07223,18.7984,5.17117,19.9519,4.97703,2019-09-14,2019-09-14 02:28:50,48.731775,-74.3905
1.36949,0.103981,5.00076,20.9708,5.27438,17.3496,4.93097,2019-09-14,2019-09-14 10:44:10,-10.065825,-77.50922499999999
1.0406,0.0159312,5.9804,3.4507,19.8544,19.7062,4.95178,2019-09-14,2019-09-14 13:04:02,-74.42500000000001,-75.0276
9.75892,8.88665,5.01711,1.28128,5.23844,19.888,4.92958,2019-09-14,2019-09-14 10:20:58,59.54665,-79.34299999999999
9.75025,4.71082,5.27584,7.0111,6.81787,16.4555,4.97861,2019-09-14,2019-09-14 01:21:06,-72.1307,104.15
1.11479,0.0643655,5.67716,18.5877,5.00523,19.7417,4.80904,2019-09-14,2019-09-14 10:21:14,58.756575,-79.288475
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:21:41,-63.792925000000004,-71.37684999999999
1.893,5.95288,5.02275,11.8466,5.67263,19.68,4.9321,2019-09-14,2019-09-14 07:53:30,35.9739,104.63475000000001
1.08935,0.0379426,5.05178,7.3833,16.5214,19.9502,4.96605,2019-09-14,2019-09-14 01:08:34,-68.979225,-69.66945
1.16574,18.6908,5.112,0.607038,5.06519,19.486,4.87321,2019-09-14,2019-09-14 10:34:50,18.175625,-77.974625
1.06179,0.0322752,5.08025,18.9251,5.03027,19.9216,4.94872,2019-09-14,2019-09-14 10:45:14,-13.315425,-77.45465
1.02125,0.000851452,5.00209,18.7956,5.26036,19.9922,4.92774,2019-09-14,2019-09-14 12:27:38,36.576325000000004,-79.464525
15.223,3.30304,5.48981,4.74219,9.23399,12.5715,4.43649,2019-09-14,2019-09-14 01:33:54,-32.75565,106.63974999999999
1.53654,0.0423626,5.11048,5.83977,17.8048,19.6873,4.97876,2019-09-14,2019-09-14 01:00:50,-45.089349999999996,-71.299425
4.36554,6.75329,6.06943,12.9543,5.70774,15.5597,3.59003,2019-09-14,2019-09-14 01:17:38,-82.808225,99.01682500000001
2.3467,0.0226271,5.07577,16.1078,7.02786,19.4598,4.95941,2019-09-14,2019-09-14 15:09:39,-84.70132500000001,87.695075
10.5449,8.87243,14.51,7.65638,6.20638,5.10324,2.10671,2019-09-14,2019-09-14 01:28:50,-48.293524999999995,106.17850000000001
1.40379,0.770365,5.00028,5.14238,17.8468,19.8381,4.99835,2019-09-14,2019-09-14 02:09:22,73.5565,110.63250000000001
14.1253,8.01335,7.41702,4.34443,5.58937,11.3407,4.16983,2019-09-14,2019-09-14 17:22:27,-41.937725,97.619425
4.12025,3.91171,15.7521,8.58955,5.79929,11.8776,4.94944,2019-09-14,2019-09-14 09:31:54,-25.949225000000002,102.4225
3.865,1.04331,12.6473,17.9237,10.4591,8.52339,0.538209,2019-09-14,2019-09-14 15:17:15,-61.240775,97.75569999999999
1.17119,0.000714364,5.03458,12.2166,11.8636,19.7699,4.94344,2019-09-14,2019-09-14 23:00:03,-78.2766,-78.801025
1.00209,0.0638636,5.11537,18.1371,6.03701,19.996,4.64858,2019-09-14,2019-09-14 12:10:26,87.268825,-103.19035
1.50603,15.8946,6.75772,4.16432,8.41389,15.0515,3.21201,2019-09-14,2019-09-14 21:27:47,-19.1144,95.976725
13.013,0.73711,5.15896,14.6677,17.1749,1.90081,2.34748,2021-04-22,2021-04-22 20:16:53,-78.557725,-73.9257
1.10794,0.598379,5.00806,17.9919,5.47512,19.826,4.99252,2019-09-14,2019-09-14 06:45:54,-8.9467,-75.35165
1.36512,5.34258,18.993,1.9543,19.7611,2.8303,4.75357,2019-09-14,2019-09-14 11:49:06,29.217425000000002,102.30375000000001
14.8446,3.15743,5.0045,2.77804,5.19258,19.0323,4.99055,2019-09-14,2019-09-14 01:22:34,-67.60325,104.85275
1.00265,0.0427627,7.70266,5.46769,16.0793,19.7624,4.94253,2019-09-14,2019-09-14 01:10:50,-75.986125,-68.19102500000001
1.96883,0.761486,6.79985,16.2183,5.00977,19.2886,4.95318,2019-09-14,2019-09-14 10:32:02,26.581925,-78.1366
6.31848,2.30473,5.16926,1.43564,19.8645,19.9028,0.00458636,2021-04-22,2021-04-22 20:12:21,-87.304675,130.03325
1.56251,17.5495,17.2897,5.5891,5.42758,3.13189,4.44969,2019-09-14,2019-09-14 01:30:10,-44.19695,106.3245
1.16501,0.00820206,5.00049,11.046,13.2317,19.7352,4.81336,2019-09-14,2019-09-14 01:12:42,-81.73904999999999,-65.10135
1.0408,0.0791398,5.03785,18.6583,5.30369,19.9876,4.89259,2019-09-14,2019-09-14 22:48:43,-43.2466,-83.25575
1.13077,0.00249484,5.03285,4.25211,19.7137,19.9594,4.90873,2019-09-14,2019-09-14 17:04:51,-83.40914999999998,-71.308975
2.33865,2.10471,6.28223,11.3545,8.29481,19.987,4.63807,2019-09-14,2019-09-14 00:59:46,-41.8024,-71.40575000000001
1.12631,0.000657502,5.03628,4.29392,19.6083,19.9507,4.98386,2019-09-14,2019-09-14 18:15:39,62.702549999999995,-84.042075
1.13888,0.0154755,5.2095,18.9875,5.12925,19.5423,4.97718,2019-09-14,2019-09-14 10:25:54,44.898325,-78.6208
1.06137,0.00547121,5.07237,19.5307,5.13793,19.4555,4.73665,2019-09-14,2019-09-14 10:13:30,81.572475,-84.80665
1.08101,7.37572,6.76118,9.76908,5.93064,19.1046,4.97777,2019-09-14,2019-09-14 22:44:59,-31.77415,-83.5971
1.08535,0.303167,7.39409,15.3575,5.88192,19.9994,4.97854,2019-09-14,2019-09-14 10:46:34,-17.383425,-77.38367500000001
1.02324,0.0014975,5.01275,19.1397,5.70955,19.1991,4.91416,2019-09-14,2019-09-14 14:24:19,43.298750000000005,-80.764125
1.07188,0.0463491,5.09091,12.489,11.5005,19.8297,4.97168,2019-09-14,2019-09-14 00:52:50,-20.5152,-71.895175
2.02445,13.619,5.53628,6.66776,6.9914,16.3973,3.76382,2019-09-14,2019-09-14 07:29:38,-36.128,103.282
1.1573,0.039314,5.09851,19.3559,5.00447,19.4799,4.8647,2019-09-14,2019-09-14 20:00:43,76.283225,101.9055
1.24119,0.118943,5.44155,19.6039,5.13461,19.5715,3.8883,2019-09-14,2019-09-14 10:21:46,57.175799999999995,-79.1863
1.20819,0.00145326,5.12128,19.0003,5.10534,19.6084,4.95496,2019-09-14,2019-09-14 10:40:34,0.8683000000000001,-77.685975
1.21213,0.0424232,5.04549,4.18864,19.7499,19.7956,4.96578,2019-09-14,2019-09-14 10:44:58,-12.50265,-77.4685
5.62971,1.50311,9.53153,4.30208,14.0212,15.0892,4.92316,2019-09-14,2019-09-14 10:24:58,47.675025,-78.723225
1.13648,0.0262374,5.11905,19.0087,5.42457,19.3458,4.93914,2019-09-14,2019-09-14 09:09:22,-84.37539999999998,-65.64767499999999
19.8036,0.801518,5.04038,6.46478,5.5196,12.4523,4.91788,2019-09-14,2019-09-14 17:14:51,-65.41115,96.23870000000001
1.08272,0.0124939,5.00952,19.1751,5.00367,19.8996,4.81691,2019-09-14,2019-09-14 00:56:02,-30.322074999999998,-71.7003
1.03083,0.0073199,5.50436,18.9418,5.26143,19.297,4.9572,2019-09-14,2019-09-14 01:26:10,-56.50064999999999,105.791
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 10:47:30,-20.234949999999998,-77.3317
5.20425,1.03769,8.50743,10.5241,10.3173,14.7839,4.62528,2019-09-14,2019-09-14 11:54:10,44.30695,102.71424999999999
1.88287,10.8603,5.32129,7.01226,5.30615,19.8975,4.71966,2019-09-14,2019-09-14 10:12:10,85.43202500000001,-91.35372500000001
1.09658,11.3159,5.09066,11.8916,5.8572,16.0066,3.74145,2019-09-14,2019-09-14 01:05:22,-59.084475000000005,-70.63232500000001
2.30297,0.278229,5.46343,17.1562,6.16508,18.8025,4.83155,2019-09-14,2019-09-14 01:16:18,-86.819725,87.62385
6.6465,2.01297,14.2331,2.47375,6.75218,18.2947,4.58682,2019-09-14,2019-09-14 01:46:42,6.0947,107.3195
11.5312,9.8805,6.30584,2.21487,5.33536,17.8804,1.85183,2019-09-14,2019-09-14 07:35:54,-16.9878,103.682
1.20543,0.0357155,6.62959,23.9832,9.23941,13.8755,0.0312024,2019-09-14,2019-09-14 01:15:54,-87.92445000000001,75.122975
17.4725,0.0245478,5.25101,3.03562,5.38729,18.8375,4.99156,2019-09-14,2019-09-14 23:42:03,27.214100000000002,95.747275
1.04217,0.0163077,5.00308,18.9044,5.21447,19.8616,4.95798,2019-09-14,2019-09-14 20:48:11,-38.394675,-82.330825
1.1386,0.0745004,5.03688,18.9135,5.03335,19.8139,4.98918,2019-09-14,2019-09-14 02:11:30,79.83382499999999,112.98799999999999
2.30355,1.60772,5.01417,13.3443,7.74563,19.9939,4.99076,2019-09-14,2019-09-14 20:22:27,39.42015,-83.9526
1.36605,0.0323805,5.02493,20.6499,5.5747,17.5044,4.84762,2019-09-14,2019-09-14 10:46:42,-17.7906,-77.376325
5.35172,0.0754102,15.9391,3.52616,5.89954,19.365,4.84305,2019-09-14,2019-09-14 10:24:34,48.8642,-78.77064999999999
8.39616,0.955433,19.7607,8.54186,8.43153,4.27038,4.64397,2019-09-14,2019-09-14 01:04:50,-57.436275,-70.7384
1.76275,3.95522,5.07256,16.1738,5.16183,18.0722,4.8017,2019-09-14,2019-09-14 01:16:58,-84.83757499999999,95.57955
18.1772,0.0110618,5.00677,2.67614,5.10445,19.04,4.98432,2019-09-14,2019-09-14 06:02:10,58.5409,106.6325
1.08516,0.0161684,5.02326,19.6012,5.51118,18.7648,4.99816,2019-09-14,2019-09-14 10:43:54,-9.254175,-77.5227
3.61788,5.96954,5.00957,10.3935,5.26665,19.8845,4.85837,2019-09-14,2019-09-14 10:28:42,36.552225,-78.36865
1.3375,15.3673,5.04746,3.33779,7.107,17.8092,4.99377,2019-09-14,2019-09-14 17:22:19,-42.348349999999996,97.60605
7.77099,0.965595,6.21931,14.7632,19.6629,4.20433,1.41371,2021-04-22,2021-04-22 20:18:53,-72.41669999999999,-72.35017500000001
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:13:09,-88.93785000000001,-67.01150000000001
5.37391,10.9324,9.61124,2.13376,5.28985,19.8207,1.83814,2019-09-14,2019-09-14 13:51:47,40.40375,101.50775
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:10:53,-82.92665,117.63025
1.48433,0.0289446,11.4025,11.2941,6.21351,19.8901,4.68652,2019-09-14,2019-09-14 10:28:34,36.950224999999996,-78.379325
1.19426,0.0598286,5.06063,18.1832,5.87836,19.9034,4.72035,2019-09-14,2019-09-14 13:04:18,-75.24985000000001,-74.797175
1.31381,1.40032,5.05084,25.0944,5.34645,16.5404,0.253728,2019-09-14,2019-09-14 10:39:38,3.694625,-77.7313
1.02109,18.317,5.73977,5.64689,5.55305,18.7031,0.0190703,2019-09-14,2019-09-14 10:28:50,36.154175,-78.35804999999999
5.42132,9.62192,12.6566,5.19222,11.9823,7.28077,2.84487,2019-09-14,2019-09-14 01:42:18,-7.19065,107.11175
9.59967,0.0191874,15.1161,5.01628,5.62003,19.6065,0.0222383,2019-09-14,2019-09-14 10:18:42,66.25505,-79.945875
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:46:10,4.488275,107.29425
5.00176,1.00228,9.0,20.496,14.0,5.0,0.5,2019-09-14,2019-09-14 01:34:34,-30.717375000000004,106.68575
9.05202,0.0747919,5.03603,11.1746,5.0765,19.7903,4.79575,2019-09-14,2019-09-14 04:07:30,71.1677,109.076
2.74271,5.62392,5.00889,3.41005,13.4652,19.7575,4.99176,2019-09-14,2019-09-14 08:53:46,-36.231275,-75.89765
1.04621,0.0130018,5.05339,19.2922,5.01284,19.6079,4.97453,2019-09-14,2019-09-14 18:12:19,72.5334,-85.41945
1.00566,5.75058,5.0164,13.2786,5.05081,19.9622,4.93583,2019-09-14,2019-09-14 04:08:42,74.70554999999999,109.85074999999999
6.41445,6.17024,5.20572,7.13869,5.38611,19.74,4.94482,2019-09-14,2019-09-14 15:12:59,-74.4426,95.82385
1.56203,0.570007,9.27583,14.7291,5.02177,19.0533,4.78799,2019-09-14,2019-09-14 01:47:22,8.101299999999998,107.351
1.00503,0.0482615,5.00956,18.9241,5.01753,19.9958,4.99971,2019-09-14,2019-09-14 02:58:50,-42.150774999999996,-72.4768
1.00511,0.00935441,5.22629,14.3024,9.51056,19.9714,4.9749,2019-09-14,2019-09-14 01:07:14,-64.85579999999999,-70.15985
1.02364,0.029103,5.10894,18.6157,5.38142,19.9911,4.85012,2019-09-14,2019-09-14 00:44:34,4.652475,-72.303675
